post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount
573,2023-05-05 12:36:20+00:00,facehunter,"Iraqi-Swedish #artist Sara @saraalmosaibijasas recently had an exhibition (Heal 3.0) and performance @thegallery.iq in #Baghdad  I had the chance to have a coffee with her and chat about identity, art, traumas and moving to Iraq.  ""I grew up in Sweden and I came to #Iraq looking for two things: to explore the art scene & to find the piece of my identity that I've always been missing.  I'm not done yet with my quest. I will always be feeling this. When I'm here, I'm not completely home, it feels like home but it is so far away from home. At home, in Sweden, I feel like at home, but there is something missing.  My art show started out as a meditative means for healing my traumas and therapy.  There is a momentum right now in Iraq, things are changing and people feel hope and want to come back to their roots. I have several friends from the diaspora who are considering moving back.  I actually want to move here. I'm trying to arrange that for September.  In Sweden, the streets are clean, life is comfortable, I value that there is a safe system but are they the most important things in my life? The social life, the warmth, the social closeness to my people, my heritage and my language are way more important to me.”  #IraqiArtist #IraqiDiaspora #IraqiWoman #CreativeIraq #Back2TheRoots #IraqiArt #FacehunterIraq 🇮🇶","artist, Baghdad, Iraq, IraqiArtist, IraqiDiaspora, IraqiWoman, CreativeIraq, Back2TheRoots, IraqiArt, FacehunterIraq",710,18
574,2023-03-22 17:10:00+00:00,parisfashionweek,"“In A/W23, Rui attempts to create an enclosed private experience by describing the texture of the ""shell.“  Discover the full Womenswear Fall/Winter 2023-2024 Collection from @ruiofficial.me on our platform. Link in bio!  #parisfashionweek #pfw #rui","parisfashionweek, pfw, rui",1586,15
575,2022-05-09 18:01:14+00:00,oldprada,SS 2002  (Vogue Italia Mar. 2002 “Variation on Gold” by Glen Luchford)  #oldprada #miuccialover #editorial #glenluchford #prada #fashion #icons #mood #color #SS2002 #vintageprada #love #inspo #vogueitalia #francasozzani #inspired #jacquardfabric #chic #tuttoprada #amo #gorge #obsessed #annacockburn,"oldprada, miuccialover, editorial, glenluchford, prada, fashion, icons, mood, color, SS2002, vintageprada, love, inspo, vogueitalia, francasozzani, inspired, jacquardfabric, chic, tuttoprada, amo, gorge, obsessed, annacockburn",374,0
576,2023-05-19 13:43:03+00:00,cameramodafashiontrust,We are thrilled to present the Co-Presidents and members of the international committee of the CNMI Fashion Trust Grant 2023.  Their invaluable experience will allow three up to four independent brands based in Italy to receive our support.,,464,1
577,2022-05-09 18:01:03+00:00,oldprada,SS 2002  (Vogue Italia Mar. 2002 “Variation on Gold” by Glen Luchford)  #oldprada #miuccialover #editorial #glenluchford #prada #fashion #icons #mood #color #SS2002 #vintageprada #love #inspo #vogueitalia #francasozzani #inspired #jacquardfabric #chic #tuttoprada #amo #gorge #obsessed #annacockburn,"oldprada, miuccialover, editorial, glenluchford, prada, fashion, icons, mood, color, SS2002, vintageprada, love, inspo, vogueitalia, francasozzani, inspired, jacquardfabric, chic, tuttoprada, amo, gorge, obsessed, annacockburn",136,0
578,2022-06-28 22:29:16+00:00,zendaya,@vogueitalia ♥️,,4314715,8273
579,2023-06-02 14:00:10+00:00,prada,The Prada Caffè is a space designed to add a new dimension to the brand and offer customers a unique and engaging experience using time-tested Prada codes.  Discover more via link in bio.  #PradaCaffe #Prada,"PradaCaffe, Prada",64023,177
580,2022-06-28 18:30:06+00:00,zendaya,@vogueitalia,,5090976,10618
581,2022-03-03 18:51:47+00:00,zendaya,Future Human,,9528960,18429
582,2022-05-23 16:59:38+00:00,zendaya,"A great honor. Thank you @TIME for this acknowledgment, and to Denis for his kind words. This means the world to me♥️ #TIME",TIME,5970056,14355
583,2023-05-29 16:00:12+00:00,prada,"As part of an ongoing partnership between Prada and Red Bull, Prada Linea Rossa has joined Red Bull Rio Conquest, a renowned street skate competition challenging athletes as well as young talents, for the first time in Rio de Janeiro, Brazil. Discover more via link in bio.  #PradaLineaRossa #Redbull #RedbullRioConquest","PradaLineaRossa, Redbull, RedbullRioConquest",42797,481
584,2022-03-29 15:39:42+00:00,zendaya,Vanity Fair 2022,,10633517,30201
585,2022-03-03 16:10:17+00:00,zendaya,"One of my all time favorite shoots for @wmag Such a special collaboration, directed by Denis Villeneuve and shot by @jackdavisonphoto",,5917917,10095
586,2023-04-21 09:50:29+00:00,milanfashionweek,"@etro presents 'Woven Spectrum' a dreamy installation of soft visual artworks created by American artist @amyplincoln in collaboration with Creative Director @marcodevincenzo. Featuring at Etro Home Collection Boutique part of Milano Moda Design calendar.  ""We were especially interested in how colors can define an era, and how these particular colors go in and out of fashion"" - @amvplincoln about the creative flow behind the Woven Spectrum installation in collaboration with Etro's Creative Director @marcodevincenzo for #MilanDesignWeek.",MilanDesignWeek.,774,7
587,2023-05-27 21:00:48+00:00,urbanoutfitters,It's almost lounge at the pool all day season. Dress accordingly–new arrivals at the link in bio.,,2541,6
588,2023-04-21 15:48:03+00:00,milanfashionweek,"On the occasion of #MilanDesignWeek and part of Milano Moda Design calendar, @giorgioarmani presents for the very first time at Palazzo Orsini, a selection of Armani/Casa furniture and furnishings.  A unique display creates a path from the hidden garden – accessed from the 17th century porticoed courtyard – through the frescoed rooms usually reserved for Haute Couture, unveiling the new designs one after the other. #MMD #MilanoModaDesign #ArmaniCasa #SalonedelMobile #GiorgioArmani","MilanDesignWeek, MMD, MilanoModaDesign, ArmaniCasa, SalonedelMobile, GiorgioArmani",1309,6
589,2023-04-18 15:57:42+00:00,milanfashionweek,"@missoni unveils the 'MISSONI HOME COLLECTION 2023' during #MilanDesignWeek Milano Moda Design.  Unusual colours, innovative fabrics, iconic features and new symbols. The result is a stronger and playful identity where functionality and aesthetics follow on from simplification of the shape.  The fabric is the very soul of the Missoni brand. It is an emotional driver, compelling, and the main design feature of the furnishing range. The brand heritage lies in the heart and soul of the all-time classic designs. New lifeblood is generated also by innovative patterns. While colour and art are key factors, multiform textiles are the other distinctive feature. #Missoni","MilanDesignWeek, Missoni",844,9
590,2023-04-19 10:14:44+00:00,milanfashionweek,"Enter the timeless elegance and unbound creativity of Valentino Vintage, on the occasion of Milano Moda Design #MilanDesignWeek @maisonvalentino presents a unique second-hand initiative of the Maison, Valentino Vintage reframes its iconic design DNA and expands its universe through the many historical layers of the past.  The Madame Pauline store in Milan offers a new idea of vintage, one based on an eccentric and strong personality. The store conjures up images of a sitting room in a mid-20th-century apartment, creating the perfect setting for a unique timeless discovery.",MilanDesignWeek,5072,27
591,2023-05-26 18:17:30+00:00,urbanoutfitters,Did we get it right? #uohome,uohome,2004,18
592,2023-04-20 17:31:20+00:00,milanfashionweek,@roberto_cavalli presents the new Home Collection at Roberto Cavalli Boutique on the occasion of Milano Moda Design. #MilanDesignWeek #RobertoCavalli #MMD,"MilanDesignWeek, RobertoCavalli, MMD",1379,13
593,2022-06-28 13:36:47+00:00,zendaya,"Such a dream shooting this cover, thank you so much @vogueitalia for having me✨  Shot by the incredible @elizavetaporodina",,4496011,10272
594,2023-05-28 20:00:16+00:00,dudalina,"Seja qual for a ocasião, um look da DUDA é sempre uma escolha certeira. Por isso, trouxemos algumas inspirações com os lançamentos que acabaram de chegar em nosso site, para te ajudar a arrasar nas composições de inverno.  Arrasta pro lado para conferir todas elas e conte pra gente qual a sua favorita.  Ref: 53.03.2127, 91.01.2503, 91.01.2705, 66.02.0563, 66.02.0572, 91.01.2742, 53.01.0981, 01.06.0171  #Dudalina #Inverno2023 #OutonoInverno #Jaqueta #Camisa #tricot","Dudalina, Inverno2023, OutonoInverno, Jaqueta, Camisa, tricot",465,4
595,2023-04-19 07:41:42+00:00,milanfashionweek,"For #MilanDesignWeek - Milano Moda Design @trussardi Casa presents ""Design Wears Fashion"", a special project that creates a juxtaposition and interaction between two separate yet connected fields, with four special editions of the Trussardi Nebula armchairs reinterpreted through a combined lens of fashion and design.",MilanDesignWeek,1260,11
596,2023-04-21 17:47:55+00:00,milanfashionweek,"@versace opens the doors of the latest 'VERSACE HOME' collection, in a space of great visual impact to present its new collection that combines fashion, luxury and living. #MilanoModaDesign #VersaceHome #Versace #MilanDesignWeek #SaloneDelMobile","MilanoModaDesign, VersaceHome, Versace, MilanDesignWeek, SaloneDelMobile",2115,11
597,2023-05-22 20:00:14+00:00,dudalina,"A qualidade que você conhece, com detalhes e padronagens atualizadas. Aposte nos lançamentos em camisaria para garantir o toque de sofisticação e modernidade que a sua rotina merece.  Acesse nosso site e confira todas as novidades de inverno que vão deixar seu guarda-roupa cheio de estilo e elegância. (link na bio)  Ref: 53.03.2104, 53.04.255, 53.01.0996, 53.04.2870, 53.01.0975  #Dudalina #Inverno2023 #Camisaria #CamisasMasculinas #camisadudalina","Dudalina, Inverno2023, Camisaria, CamisasMasculinas, camisadudalina",235,0
598,2023-04-20 12:50:29+00:00,milanfashionweek,"@fendi and @fendicasaofficial celebrate Milano Moda Design #MilanDesignWeek by unveiling the new Home Collection under the artistic direction of @silviaventurinifendi at the flagship boutique in Piazza della Scala, Milan.",MilanDesignWeek,2227,14
599,2023-05-28 03:40:00+00:00,spfw,"Inspirado na infância do sertão piauiense e na simplicidade do trabalho manual de suas tias e avós @weidersilveiro trouxe um desfile suave e tocante para a passarela do #SPFW. O artista usou técnicas de fuxico e amarrações com tiras de malha para construir peças elegantes e contemporâneas, em uma cartela de cores enxuta, porém impactante. O artesanato é algo novo para Weider, que inclusive, pretende expandir esse segmento a fim de fortalecer e preservar os saberes ancestrais que a técnica carrega.   📸 @agfotosite   #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","SPFW., spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",2578,45
600,2023-05-19 21:00:10+00:00,dudalina,"Prepare-se para inverno com nossos lançamentos, jaquetas elegantes e atemporais, das mais leves às mais pesadas. Itens versáteis e com modelagens especiais para te acompanhar em todos seus momentos.  Acesse nosso site e garanta já seu favorito. (link na bio)   Ref: 66.01.0456, 66.02.0651, 66.01.0483, 66.01.0461, 66.01.0452  #Dudalina #Inverno2023 #Casacos #Jaquetas #outonoinverno","Dudalina, Inverno2023, Casacos, Jaquetas, outonoinverno",216,2
601,2023-05-31 14:35:35+00:00,urbanoutfitters,So which one is your mood? New needlepoint pillows from @furbishstudio at the link in bio. 🪡 #uohome,uohome,24351,75
602,2023-05-31 00:58:41+00:00,whowhatwear,"In our world, the onset of long summer days signifies more opportunities to put together great outfits. With vacations, seasonal events, and warm weather almost upon us, we're looking to our editors for insights on the trends worth shopping for the season ahead. From a fresh way to wear color to the shoes every fashion insider is shopping, tap the link in our bio to see all the major editor-approved trends of summer 2023.  photos: @chanelofficial, @josefinehj, @jacquemus, @sofiarichiegrainge, getty images, @endlesslyloveclub",,2867,21
603,2023-05-25 20:00:09+00:00,dudalina,"Em um relacionamento sério com os tons terrosos. 💕 A estação mais fria está chegando e estamos cheios de novidades para aquecer você e o seu amor com muita elegância. Confira os lançamentos em nosso site ou lojas físicas e mantenha a sofisticação nesse inverno. (link na bio)  Ref: 53.03.2125, 66.01.0430, 01.06.0172, 91.01.2503  #Dudalina #Inverno2023 #OutonoInverno #jaqueta","Dudalina, Inverno2023, OutonoInverno, jaqueta",341,8
604,2023-05-28 01:09:39+00:00,spfw,"Já passou no lounge da @oficialype?  Além de poder fazer fotos e vídeos incríveis, você também pode conhecer de perto os looks de uma collab Ypê,  A marca @martins__________ e a designer espanhola Paula Ulargui (@ulargui_escalona ).  A Blooming Collection é uma coleção de roupas simbióticas, com flores que nascem do tecido, inspirada no conceito do perfume que floresce nas roupas com o uso dos amaciantes Ypê.",,1011,12
