post_id,timestamp,ownerUsername,type,caption,hashtags,likesCount,commentsCount,image
478,2023-05-07 15:35:29+00:00,facehunter,Sidecar,"#Baghdad 🇮🇶 #LeCorbusier‘s most mysterious project?  The destiny of Baghdad Gymnasium is fascinating.  1. it’s almost a miracle that it actually exists 2. for many years, its existence fell into obscurity in the architecture world 3. Le Corbusier’s paternity remained controversial for quite some time  In 1957, eight of the most important Western architects: Le Corbusier, Walter Gropius, José Luis Sert, Gio Ponti, Aalvar Aalto and Werner March Constantine Doxiadis were commissioned by King Faisal II to transform Baghdad into a modern and cosmopolitan capital.  Le Corbusier was originally hired to create Baghdad Stadium and City of Sport in support of the city's bid to host the 1960 Olympics.  On July 14th 1958, just one day after the project was formally approved, a coup d’état ended the 37-year Hashemite monarchy of Iraq and the king was assassinated. Most of the large-scale projects imagined by the starchitects were instantly abandoned.  As the Iraqi capital didn't get the Olympic Games, the construction of the complex was postponed. Le Corbusier's passed away in 1965.  Thanks to the support of influential Iraqi #architect Rifat Chadirji, a part of the sports city, with -reportedly- little modification to the original plans - would eventually be built under the supervision of French architect Axel Mesney between 1978 and 1980 and inaugurated under the name: Saddam Hussein Gymnasium.  For decades, it suffered from the plight of being a posthumous work. Contested by the #architecture purists, it was never mentionned in the literature dedicated to the Swiss-born French architect. It was perceived as a 'bastardized project', not bearing the master’s signature.   While researching for her thesis on modern architecture in Baghdad, in 2004, researcher Caecilia Pieri got interested in the complex. After years of research, in 2012, she managed to put a hand on never-seen-before construction archives at Axel Mesney’s proving Le Corbusier’s authorship.  The site was renovated a decade ago and is now fully functional. It is mainly used for basketball and volleyball games.  #FacehunterIraq #modernistarchitecture #brutalist #brutalistarchitecture #concrete #archi #arch","Baghdad, LeCorbusier‘s, architect, architecture, FacehunterIraq, modernistarchitecture, brutalist, brutalistarchitecture, concrete, archi, arch",2111,38,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/345231968_219451927479433_8843065568318758584_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=t2ngUAGpvLQAX9L_Bzs&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBnrpjyxcK2Z4f-HMoPh3gPlTYNaEezj2e55ZSE8GHlxg&oe=6487E099&_nc_sid=8721cf
479,2023-02-26 03:52:11+00:00,zendaya,Sidecar,Look 2 @naacpimageawards   Thank you Miuccia @prada for recreating this for us🤍,,8861786,23682,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/332664772_931659728257285_9172746002538319040_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=uq1AyFuMDrYAX-8AmP3&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBxCnzTNOm7j1tPYq29jexSYDwSu-H3s4FBDcrQLJOqgw&oe=648559FC&_nc_sid=8721cf
480,2023-03-16 20:33:29+00:00,taylorswift,Sidecar,In my Eras era. 💅,,9535676,0,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/336316501_9281959898482629_6892358589697367280_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=zOvIetcio8sAX-C7dKp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAhXxu8vzLebk6c0hU_uUeREWjOafoDh03ymnkJNWcIcA&oe=648933B7&_nc_sid=8721cf
481,2023-02-26 00:46:55+00:00,zendaya,Sidecar,@naacpimageawards,,7244060,24823,https://instagram.fbau3-2.fna.fbcdn.net/v/t51.2885-15/332939778_3521811681382593_8630384612153915223_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fbau3-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=lRdovFQMdRkAX-CsVe1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCIgfu7x-_fo5mf_VJZMNjs1SizWt3jP1BFk7pAT7xHow&oe=648832DA&_nc_sid=8721cf
482,2022-08-15 13:38:28+00:00,oldprada,Sidecar,SS 2006  (Vogue Italia Mar. 2006 “Pale Shades” by Glen Luchford)   #oldprada #miuccialover #inspo #vibes #prada #vogueitalia #archive #fashion #2000s #tuttoprada #chic #moody #throwback #vintageprada #nicolettasantoro #fashionphotography #monday #glenluchford #doutzenkroes,"oldprada, miuccialover, inspo, vibes, prada, vogueitalia, archive, fashion, 2000s, tuttoprada, chic, moody, throwback, vintageprada, nicolettasantoro, fashionphotography, monday, glenluchford, doutzenkroes",721,4,https://instagram.fgba1-1.fna.fbcdn.net/v/t51.2885-15/299268485_567777888374568_2848169578837832764_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fgba1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=lvY_-KFoaWgAX-zkYNA&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAaG_ZrsoYVE7i8UDSFFYxQnc77ax0PRepfLYc9tP75SQ&oe=648816ED&_nc_sid=8721cf
483,2023-04-01 19:09:18+00:00,harrystyles,Sidecar,"As It Was. One year. April 1, 2022.",,4911333,32121,https://instagram.fotp3-2.fna.fbcdn.net/v/t51.2885-15/338760529_718117803394965_1295609779255683449_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fotp3-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=bxoQB8clTlIAX_NnhA-&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDkODzHfSxUB5G8As1XY8HjxAmbFwHDCEK_23Td092P4Q&oe=64886853&_nc_sid=8721cf
484,2022-10-03 11:15:45+00:00,zendaya,Sidecar,The Valentino girl,,9539441,36821,https://instagram.flec2-1.fna.fbcdn.net/v/t51.2885-15/310183220_3258160314512783_3136442997576037996_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flec2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Z0ekjPfo72sAX81kavz&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAxvCo1KlY175o-zElau_4kIURdP2i-sIZ6gvbRoifunw&oe=6488B3D8&_nc_sid=8721cf
485,2022-08-03 20:32:56+00:00,zendaya,Sidecar,💕PP Pink💕 @maisonvalentino  @pppiccioli,,7533443,23976,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/296914890_780199983414489_9077089235074735557_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=1&_nc_ohc=vyC-ta86LuIAX-ogZVc&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBZIfsvABz3SYoYcHxYmN8pMpFnZ07Rmn-VoLAT77Tlkg&oe=648901EC&_nc_sid=8721cf
486,2023-05-19 13:38:31+00:00,cameramodafashiontrust,Sidecar,We are thrilled to present the Co-Presidents and members of the international committee of the CNMI Fashion Trust Grant 2023.  Their invaluable experience will allow three up to four independent brands based in Italy to receive our support.,,2950,35,https://instagram.fvvi1-1.fna.fbcdn.net/v/t51.2885-15/347608281_1863375344044395_1730077192403941101_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fvvi1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=P8A09bIP0QUAX_x77lj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDTdwzAL0McBBFvjZjlBm0t-Uc8qgIyzdpsNaXmcTnTAA&oe=648965A2&_nc_sid=8721cf
487,2023-05-19 13:42:28+00:00,cameramodafashiontrust,Sidecar,We are thrilled to present the Co-Presidents and members of the international committee of the CNMI Fashion Trust Grant 2023.  Their invaluable experience will allow three up to four independent brands based in Italy to receive our support.,,854,22,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/347241197_968439500822009_428312397912007411_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=2f4jWc-V2osAX-ZcDAr&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCa4lgpFMW2uWi6tY6uO-ZkIRyNJuvLHJRCLAeM-g4iKw&oe=6488721F&_nc_sid=8721cf
488,2023-05-12 14:36:17+00:00,milanfashionweek,Sidecar,"Yesterday Mr. Giorgio Armani received the Honorary Degree in Global Business Management conferred by the Università Cattolica del Sacro Cuore in Piacenza, his native city.  “The honorary degree that I am being awarded today has a special value, because it rewards, beyond the creative aspect, my role as an entrepreneur, the commitment and passion that I have over the years they allowed me to transform a dream into a solid Group, a symbol of Made in Italy. “  -Mr. Giorgio Armani  #CNMIMembers #GiorgioArmani  Photo Credit: @sgpitalia","CNMIMembers, GiorgioArmani",1644,17,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/345924181_917335832905633_7722307222150361691_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=AiehI3OLSLQAX_GbXBv&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD6xEtIMQekoD5CqFrfF2QXxGhlDlPk8rsFdsHoQg83aw&oe=64894B1E&_nc_sid=8721cf
489,2022-09-14 21:50:38+00:00,zendaya,Sidecar,"When your feet hurt but you got a whole lot to smile about. Still absolutely beaming, thank you from the bottom of my heart.",,10963524,24262,https://instagram.ftsr1-2.fna.fbcdn.net/v/t51.2885-15/306707441_800276684721403_2175605075202891272_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.ftsr1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=67N70jFHKUsAX8teVA-&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCUdRG22VIXr4Be4Ntv3ZbvTeBFR3ssjRJ4AEssNdjegA&oe=6489284D&_nc_sid=8721cf
490,2023-05-05 10:35:26+00:00,milanfashionweek,Sidecar,"@emiliopucci presents the new collection along the Arno river in Firenze, a panoramic landscape of the city during the sunset light.  It is here that @camillemiceli presents her first Pucci show, one year after her debut as artistic director. #CNMIMembers",CNMIMembers,1922,18,https://instagram.flhr10-1.fna.fbcdn.net/v/t51.2885-15/344758363_2273353796182311_9080269100453739696_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flhr10-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ZeTZowDpSY8AX99rDmi&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAL0J8zKb8J69M4tvbJPH9c8Dy5Tz42mOx3wK7dVvFLUw&oe=64884BAF&_nc_sid=8721cf
491,2023-05-29 00:59:13+00:00,spfw,Sidecar,Diretamente de NY pro SPFW: as icônicas escadas de Carrie Bradshaw!  E a @galisteuoficial veio prestigiar com look inspirado na diva! #NasEscadariasdaCarrie #AndJustLikeThat,"NasEscadariasdaCarrie, AndJustLikeThat",3130,42,https://scontent-nrt1-2.cdninstagram.com/v/t51.2885-15/350086670_180513034644478_687036601050534113_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=110&_nc_ohc=wQhbY5kBFncAX-M9Fsv&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCx2LduO5TCyuJ5IYiMg-ca3MPzSn30ebP35B-ro3Rcow&oe=64890C9B&_nc_sid=8721cf
492,2023-05-28 23:47:56+00:00,spfw,Sidecar,"O SPFW recebeu uma exposição especial com peças produzidas pelas alunas do programa Cria Costura, que está em sua terceira edição e já capacitou mais de 200 pessoas da periferia de São Paulo.  O programa é uma iniciativa do INMODE, em parceria com a Secretaria Municipal de Desenvolvimento Econômico e Trabalho. Ele foi criado para promover talentos na área de costura. “O Cria Costura proporciona uma oportunidade de empoderamento e transformação de vidas”, diz o designer Jefferson de Assis, coordenador do projeto.  As peças são produzidas com uma abordagem consciente, beneficiando tanto os envolvidos quanto a cadeia e o meio ambiente.  Essa exposição, que ocupou um espaço nobre dentro do SPFW, é um momento de orgulho para os participantes do programa, que podem mostrar sua criatividade e talento para um público maior e diverso.  #spfw #spfwn55 #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","spfw, spfwn55, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",1475,22,https://instagram.flba1-1.fna.fbcdn.net/v/t51.2885-15/349472931_6271628816291907_8370338066951465581_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flba1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=tuABvGRXbyMAX8nYyBQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBlPU-iT5FY7lFS6vpim9qDpF5c1W8kY70-KqAdFL-CiQ&oe=64894270&_nc_sid=8721cf
493,2023-05-28 23:03:39+00:00,spfw,Sidecar,"O estilista cearense @davidleeoficial fez sua estreia no SPFW com um ótimo desfile, em que equilibra cultura popular com alfaiataria e streetwear.  Intitulada Parangaba (nome de um bairro e uma feira popular em Fortaleza), a coleção tem uma série de ótimas camisas, calças e shorts, tudo bem usável ao mesmo tempo em que reflete a identidade da marca - em especial o trabalho com crochê – e do tema do desfile.  Uma ótima estreia de um estilista que acreditou no poder transformador do design e também foi transformado por ele.   #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #nasescadasdacarrie","spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, nasescadasdacarrie",5734,117,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/349282467_934931757775171_9075296504815543560_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=V-0vTplSRDQAX_kRlMB&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCxw1ENSPdxmvhyDYCS5T4VvS3_D1LEBGY4nOLcxrn7Cg&oe=6488D39C&_nc_sid=8721cf
494,2023-05-02 08:55:12+00:00,milanfashionweek,Sidecar,"Italian Fashion at the 2023 Met Gala Celebrating ""Karl Lagerfeld: A Line Of Beauty"" - The Creative Directors of Italian Fashion Houses arriving on the red carpet of Metropolitan Museum of Art in New York City. #CNMIMembers #METGala #METGala2023","CNMIMembers, METGala, METGala2023",5557,33,https://scontent-scl2-1.cdninstagram.com/v/t51.2885-15/344513702_1003436054156540_3983177477312205278_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-scl2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=psBfCYh1ZGcAX8Hq4jk&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBpahFp-4Iwrnbe1uo1OtwEFOUJm-xMrKtBVMC4o1hUEA&oe=64895CAA&_nc_sid=8721cf
495,2023-05-28 21:31:31+00:00,spfw,Sidecar,"Último dia de SPFW e última oportunidade de passar no estande da @oficialype e conhecer os looks Blooming Collection, uma coleção de roupas simbióticas, com flores que nascem do tecido.  Além de poder fazer fotos e vídeos incríveis no espaço instagramável do estande!  #YPEnoSPFW #spfw #spfwn55","YPEnoSPFW, spfw, spfwn55",900,7,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/350103265_658014586145768_3510242022137104950_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Kg_qJtAqVRsAX9NV0I4&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBiCZN3-DnRfHgT9y87LLbnUwpoNIfYuo0KSnuFcskxpA&oe=64884C9F&_nc_sid=8721cf
496,2023-06-02 00:57:47+00:00,whowhatwear,Sidecar,"Our Barbiecore mood board for the summer. 🎀 #WWWTB photos: shutterstock, getty images",WWWTB,51736,149,https://scontent-man2-1.cdninstagram.com/v/t51.2885-15/350872169_108489528919983_1175834708206437015_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=1F35Atp06UQAX_pV0Y1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCiajsxt3ZxKjlRroFKe5ApP5XCrtz1HQET1GQLVH_DTg&oe=6487FB07&_nc_sid=8721cf
497,2023-06-04 02:15:43+00:00,whowhatwear,Sidecar,"Were side parts ever truly out of style? When it comes to 2023 hair trends, the answer is a resounding no. Whether it's styled with slicked-back buns, crimped waves, or diffused natural curls, the side part is a cornerstone we'll be coming back to all summer long. Find fashion person–approved styling tips and must-have products at the link in bio. photos: @maryljean @sasha.mei @champagnemani",,4244,49,https://instagram.fpos1-1.fna.fbcdn.net/v/t51.2885-15/351176801_766433151887373_7459054143852458081_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fpos1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=n2d2Ipm7AE4AX-dJSHp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBiBP_OZYsUZZ45BINnmkn-0LK5zdsqDN6m-2PUEdbg6Q&oe=6488E48B&_nc_sid=8721cf
498,2023-06-08 21:00:18+00:00,dudalina,Sidecar,"Sentiu o conforto e suavidade daí? Os novos tricots da Duda já são um desejo. Aposte nas cores vibrantes para adquirir as peças da estação. Diferentes tons, shapes e tramas que vão inovar o guarda-roupa de inverno.  Aproveite que ainda dá tempo de garantir o presente de Dia dos Namorados perfeito para o seu amor em nossas lojas.  Ref: 66.02.0574, 66.02.0572, 66.02.0614  #Dudalina #Tricot #OutonoInverno #Inverno2023","Dudalina, Tricot, OutonoInverno, Inverno2023",540,8,https://scontent-atl3-1.cdninstagram.com/v/t39.30808-6/349116603_641335544598720_3460699394307205161_n.png?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=EgDj1sRrqWYAX9yT020&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfCqfm8KVB0UW3RjmXzUD64w85uRB94ZgUdPfmXFUU-aPA&oe=64881C87&_nc_sid=8721cf
499,2023-06-07 21:00:13+00:00,dudalina,Sidecar,"Neste inverno, aposte em peças atemporais!  Da camisaria aos casacos, os lançamentos de inverno da Duda chegaram para renovar o seu guarda-roupa com itens clássicos e certeiros.  Acesse nosso site e confira todas novidades que vão te vestir com muita elegância e sofisticação. (link na bio)  Ref: 53.04.2578, 66.01.0486.  #Camisa #Jaqueta #Dudalina #Inverno2023 #OutonoInverno","Camisa, Jaqueta, Dudalina, Inverno2023, OutonoInverno",412,5,https://instagram.fphx1-1.fna.fbcdn.net/v/t39.30808-6/350780655_805302150961941_4571126070150670171_n.png?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fphx1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=c52R9d0U_s8AX91iYmw&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfC8zD32PCElOpyfE9JOigtm2wqw0O7Vx5PkY66PHSPP6g&oe=6487BCFE&_nc_sid=8721cf
500,2023-03-20 02:36:07+00:00,taylorswift,Sidecar,WELL. Last night was a rush. Thank you to everyone in that glorious Glendale night 2 crowd for giving us all you had and more. Counting down the hours til we get to play again. See you in Vegas 😆  IG 📷  @johnshearer  @kevincwinter  @gettyimages,,6700152,0,https://instagram.flju2-3.fna.fbcdn.net/v/t51.2885-15/336336907_1193870671161333_8494296616720456289_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.flju2-3.fna.fbcdn.net&_nc_cat=1&_nc_ohc=fdWuQ9vDNmoAX9592M_&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAzdWEOf0I__I4Bquu_uV7IKIHCP7BzvpxYJoD2LKXh7A&oe=6488B5D5&_nc_sid=8721cf
501,2023-06-01 21:22:53+00:00,dudalina,Sidecar,"Dizem que o amor está nos detalhes. Nesta jaqueta da Duda não é diferente! Um item superversátil e com modelagem especial, para presentear seu par com uma peça cheia de sofisticação.  Acesse nosso site e encontre o presente perfeito para surpreender seu amor. (link na bio)  Ref: 66.01.0463  #Dudalina #Inverno2023 #Jaqueta #OutonoInverno #diadosnamorados","Dudalina, Inverno2023, Jaqueta, OutonoInverno, diadosnamorados",123,0,https://instagram.fakx4-1.fna.fbcdn.net/v/t39.30808-6/350928717_1733141733755395_7952479217975047736_n.png?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fakx4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=N0-Wk22V-vgAX-mdslI&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfBAK-bWKEIepwD5My1jkL9ntcBAjRJ4UT64lIiRzVN6Lw&oe=64881C86&_nc_sid=8721cf
502,2023-01-27 05:05:24+00:00,taylorswift,Sidecar,"The Lavender Haze video is out now. There is lots of lavender. There is lots of haze. There is my incredible costar @laith_ashley who I absolutely adored working with. This was the first video I wrote out of the 3 that have been released, and this one really helped me conceptualize the world and mood of Midnights, like a sultry sleepless 70’s fever dream. Hope you like it 😁",,5967383,0,https://instagram.fjbr1-1.fna.fbcdn.net/v/t51.2885-15/327293401_703788064607810_7074452331840182454_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fjbr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=_WvL5njRdEIAX-V1ktB&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAloZNtPo69Sio4kwQuXTRO9Xj8Hb2v_GAQt8jpkFzuRA&oe=64878639&_nc_sid=8721cf
503,2023-05-29 15:00:13+00:00,mamamaluf,Sidecar,"Neste Dia dos Namorados, presenteie seu amor com a versatilidade da @dudalina .  Opções incríveis, tanto para ele quanto para ela, para que vocês possam se vestir juntos ou separados, em qualquer ocasião. Criando sempre um laço de conforto e elegância. Confira a coleção e escolha o presente perfeito.    #Dudalina #DudaSquad #ModaVersátil #DiaDosNamorados #PresentePerfeito""","Dudalina, DudaSquad, ModaVersátil, DiaDosNamorados, PresentePerfeito""",670,75,https://instagram.fftk1-1.fna.fbcdn.net/v/t51.2885-15/349465773_4173291549563308_6719178459542529380_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fftk1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=vyqoPwX-KNIAX8DCJ3Y&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB0oM4b_gO-IojWchhSAC3aK1VP--LGVUjocMk5lgI7ng&oe=64891D39&_nc_sid=8721cf
504,2023-06-02 21:00:14+00:00,dudalina,Sidecar,"Camisa, um ícone que nunca sai de moda. As novidades em camisaria da Duda chegaram para nunca mais te deixar na dúvida na hora de escolher o look do dia. Peças cheias de estilo e elegância, com a qualidade incomparável que a Dudalina tem.  Acesse nosso site e garanta já a sua preferida. (link na bio)  Ref: 53.02.1367, 53.03.2125, 53.01.1175, 53.03.2127, 53.03.2154  #Dudalina #Camisa #Camisaria #OutonoInverno #inverno2023","Dudalina, Camisa, Camisaria, OutonoInverno, inverno2023",1016,24,https://instagram.fabj3-2.fna.fbcdn.net/v/t39.30808-6/350480228_1369151087274599_4028838533421919581_n.png?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fabj3-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=C3JiVAWjo1cAX_P-B7V&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfC6u5UCsu56m83YBxN6h4u_mLWOykcqqZBe83_9dzm2HA&oe=648837BE&_nc_sid=8721cf
505,2023-03-07 20:20:30+00:00,wheresmydriver,Sidecar,"#NicolaBeckham & #BrooklynBeckham after the #MiuMiu show in Paris today.  Brooklyn's the best, making sure Nicola doesn't trip over her 4 inch Miu Miu heels. Nicola is very elegant in a grey miniskirt and Miu Miu embroidered buttoned up blouse...and clutch size Miu Miu #handbag. Brooklyn is wearing a neat #Prada jacket.   Somehow they switch and she takes his hand to lead through the crowd. Nicola signs some autographs which freaks everyone out and then, that's the end of Fashion Month. #streetstyle","NicolaBeckham, BrooklynBeckham, MiuMiu, handbag., Prada, streetstyle",81,1,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/334110400_3649877751902606_9102635404760988264_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=U13hSeFCEeAAX8WnGuG&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDSjW9wz17NU4dEC5qNCcHAdl8oLaJTfap-PusQOTUhsw&oe=6487DE14&_nc_sid=8721cf
